,0,1,2,3
0,2561.0,4166.0,0.5591405497751293,2.0
1,0.0,3569.0,0.6269753380395076,2.0
2,1012.0,4422.0,0.8352486210776509,2.0
3,3634.0,4562.0,0.8513964396508223,2.0
4,1404.0,1457.0,1.0703967199832247,2.0
5,2686.0,2992.0,1.0870510021539925,2.0
6,1551.0,5004.0,1.1011698138604342,3.0
7,1811.0,4362.0,1.1727091807362198,2.0
8,4015.0,5006.0,1.1750811826027785,4.0
9,185.0,867.0,1.1857549449863556,2.0
10,369.0,2741.0,1.1872654123437574,2.0
11,453.0,2797.0,1.1886278020817869,2.0
12,2586.0,4257.0,1.2040674764071828,2.0
13,66.0,3028.0,1.2046027329410183,2.0
14,192.0,1285.0,1.2060429161551502,2.0
15,329.0,4650.0,1.2126403292516867,2.0
16,79.0,4203.0,1.2229007856036507,2.0
17,658.0,3501.0,1.2292952341780974,2.0
18,1985.0,3816.0,1.2326288039071698,2.0
19,3367.0,5016.0,1.2376814255103752,3.0
20,1292.0,2984.0,1.2847943896227583,2.0
21,2854.0,5008.0,1.2870753040490688,5.0
22,1075.0,2099.0,1.2962257343624224,2.0
23,2504.0,5021.0,1.2998752534353846,6.0
24,2479.0,4322.0,1.3014273997546977,2.0
25,1091.0,3198.0,1.3023037093796894,2.0
26,833.0,3535.0,1.312822461935855,2.0
27,458.0,2248.0,1.3129382325312025,2.0
28,1749.0,5018.0,1.3180576146673169,3.0
29,3874.0,5023.0,1.3211991714205145,7.0
30,3145.0,4063.0,1.321749094313295,2.0
31,1028.0,5030.0,1.3383460991582679,3.0
32,1735.0,3153.0,1.3474342678592934,2.0
33,822.0,3859.0,1.3475403116696334,2.0
34,2153.0,5026.0,1.3489302510399301,3.0
35,3583.0,4589.0,1.3526100432037405,2.0
36,1820.0,4683.0,1.3530888365401306,2.0
37,2401.0,5033.0,1.355785123996497,3.0
38,671.0,2133.0,1.3614369655428311,2.0
39,1456.0,4538.0,1.3626561991338197,2.0
40,2402.0,5031.0,1.3671359564782206,4.0
41,2412.0,5029.0,1.3682021351539435,8.0
42,4189.0,5019.0,1.3683980618555769,4.0
43,1174.0,4688.0,1.369948344784645,2.0
44,2073.0,5040.0,1.3705497302663208,5.0
45,1489.0,3607.0,1.3718143895576471,2.0
46,540.0,5041.0,1.374023882509416,9.0
47,728.0,5032.0,1.377029646953379,3.0
48,3261.0,4335.0,1.3772752073112287,2.0
49,1387.0,4320.0,1.3776308177727836,2.0
50,610.0,3938.0,1.3781252874706689,2.0
51,599.0,3147.0,1.3789463034626965,2.0
52,399.0,423.0,1.3820753064210056,2.0
53,2671.0,5015.0,1.3836019606243155,3.0
54,416.0,3442.0,1.385520732714565,2.0
55,2232.0,4897.0,1.388256517387837,2.0
56,2509.0,3980.0,1.3893310082123211,2.0
57,5014.0,5049.0,1.3936123406433274,4.0
58,3880.0,4635.0,1.3965234310773043,2.0
59,5012.0,5046.0,1.3984081178423713,11.0
60,1221.0,5050.0,1.3987194175488908,3.0
61,1613.0,2511.0,1.3989654667849925,2.0
62,58.0,1382.0,1.4019586851664443,2.0
63,3040.0,5059.0,1.4037290061616807,12.0
64,3902.0,5063.0,1.4136563790021137,13.0
65,708.0,2918.0,1.4141469626137562,2.0
66,248.0,4642.0,1.4155293474942012,2.0
67,2101.0,5028.0,1.417244722857799,4.0
68,1067.0,2214.0,1.417667284677013,2.0
69,537.0,5047.0,1.4176891091073258,4.0
70,5007.0,5060.0,1.4188305850004659,5.0
71,3927.0,4827.0,1.422426459599009,2.0
72,8.0,2687.0,1.4239651108935365,2.0
73,3925.0,5045.0,1.4251354807371959,3.0
74,3491.0,3570.0,1.4257101996098136,2.0
75,5037.0,5042.0,1.4266421597000265,7.0
76,1362.0,2071.0,1.4305651778010398,2.0
77,351.0,5025.0,1.4336818812575434,3.0
78,302.0,5075.0,1.43481225427752,8.0
79,125.0,1989.0,1.43582330759009,2.0
80,1463.0,5078.0,1.436367070600024,9.0
81,511.0,1707.0,1.436665020878389,2.0
82,1132.0,5052.0,1.4381907790875845,3.0
83,5043.0,5073.0,1.4383621281367227,5.0
84,4632.0,4739.0,1.4386485602656989,2.0
85,5044.0,5069.0,1.4407329470882975,9.0
86,1411.0,3956.0,1.44073448412301,2.0
87,3957.0,4170.0,1.4433675042468626,2.0
88,5048.0,5076.0,1.4447487834748567,4.0
89,5056.0,5064.0,1.445633082114326,15.0
90,5080.0,5085.0,1.4464012121951413,18.0
91,282.0,3381.0,1.4467522273860909,2.0
92,2282.0,4143.0,1.4471639303953434,2.0
93,2597.0,5070.0,1.448249313048795,6.0
94,4319.0,5090.0,1.44832281629953,19.0
95,4239.0,5053.0,1.4498113985991736,4.0
96,1444.0,4798.0,1.4526497634421431,2.0
97,3308.0,5088.0,1.4535079932094788,5.0
98,123.0,5094.0,1.4568524555684896,20.0
99,5057.0,5089.0,1.4579945766452462,19.0
100,4622.0,5099.0,1.4584423802717752,20.0
101,5039.0,5097.0,1.4587161187928643,7.0
102,5083.0,5098.0,1.4599028147878783,25.0
103,1347.0,4030.0,1.4622225839452796,2.0
104,1763.0,4167.0,1.462442265215653,2.0
105,3104.0,3484.0,1.4630372554364914,2.0
106,870.0,5096.0,1.4652589943424144,3.0
107,3973.0,5093.0,1.465767172005718,7.0
108,3755.0,4844.0,1.4674594710298654,2.0
109,1356.0,3263.0,1.4678478883925137,2.0
110,682.0,2074.0,1.4682487638301442,2.0
111,4338.0,5108.0,1.4701084293360156,3.0
112,2507.0,2522.0,1.4715559881422948,2.0
113,1927.0,3625.0,1.4717470857771837,2.0
114,5072.0,5100.0,1.4752972141470133,22.0
115,3814.0,5101.0,1.475962302568448,8.0
116,3601.0,5077.0,1.4773307315153503,4.0
117,1953.0,3791.0,1.478987192376962,2.0
118,83.0,3478.0,1.4790745278432176,2.0
119,842.0,4473.0,1.4794340850394605,2.0
120,5102.0,5116.0,1.4801473368897153,29.0
121,1789.0,4655.0,1.48182273870558,2.0
122,225.0,5120.0,1.4826202566295286,30.0
123,947.0,5111.0,1.4834744420960821,4.0
124,13.0,5107.0,1.4844910070445336,8.0
125,431.0,1615.0,1.4871393833339208,2.0
126,109.0,1074.0,1.4872775155482996,2.0
127,1904.0,3707.0,1.4876944220977606,2.0
128,522.0,615.0,1.4884894474110193,2.0
129,5054.0,5122.0,1.489464128450742,32.0
130,208.0,5110.0,1.490410427792036,3.0
131,3714.0,5125.0,1.4915256823487484,3.0
132,3232.0,5103.0,1.4917906436934543,3.0
133,134.0,2021.0,1.4920419169495835,2.0
134,1633.0,5129.0,1.4937368890729739,33.0
135,3807.0,5121.0,1.4944293993353337,3.0
136,5067.0,5114.0,1.4955655010288513,26.0
137,2783.0,3353.0,1.4957834463416007,2.0
138,1162.0,3618.0,1.4960455133699608,2.0
139,2539.0,4467.0,1.4986105028237098,2.0
140,1745.0,5118.0,1.4999242777723805,3.0
141,5058.0,5135.0,1.5015989346980352,5.0
142,5130.0,5134.0,1.5018725351766318,36.0
143,3489.0,5115.0,1.5047887435540659,9.0
144,3497.0,5061.0,1.5051406071587012,3.0
145,7.0,5062.0,1.5054286559147843,3.0
146,625.0,3877.0,1.5067681408536409,2.0
147,2085.0,5145.0,1.5072791345914693,4.0
148,1119.0,5143.0,1.5094252208532424,10.0
149,5142.0,5148.0,1.511280470696371,46.0
150,5020.0,5124.0,1.5125215784964483,10.0
151,3592.0,5136.0,1.5146717169650523,27.0
152,1834.0,3549.0,1.5178095938034097,2.0
153,5082.0,5151.0,1.5187234027141894,30.0
154,112.0,2055.0,1.5197931487886314,2.0
155,2299.0,5149.0,1.5221805483911717,47.0
156,5038.0,5155.0,1.5223512186654977,49.0
157,5131.0,5141.0,1.5230329681985681,8.0
158,473.0,5156.0,1.5244970627571315,50.0
159,4763.0,5158.0,1.5251051494840189,51.0
160,3685.0,4714.0,1.5251954744348812,2.0
161,5140.0,5159.0,1.525389974835299,54.0
162,5123.0,5157.0,1.5257947184454685,12.0
163,5095.0,5161.0,1.525856207250703,58.0
164,5147.0,5150.0,1.526462006001625,14.0
165,3917.0,4778.0,1.5264865740630693,2.0
166,1849.0,2694.0,1.5273073501060879,2.0
167,2680.0,2772.0,1.5281711753161589,2.0
168,1345.0,3934.0,1.5281825733344914,2.0
169,1159.0,4032.0,1.528659803876912,2.0
170,267.0,3372.0,1.5290340497247934,2.0
171,1776.0,4509.0,1.5301979191917519,2.0
172,3169.0,5153.0,1.5319604327217853,31.0
173,2472.0,5163.0,1.5332263715148837,59.0
174,4182.0,4250.0,1.5350656178156037,2.0
175,1649.0,3073.0,1.5357132621379443,2.0
176,722.0,5173.0,1.5358111797356466,60.0
177,847.0,3770.0,1.5364851702929558,2.0
178,5169.0,5176.0,1.5365671148080486,62.0
179,4227.0,5178.0,1.5371684375564367,63.0
180,1034.0,5179.0,1.5385267238470872,64.0
181,609.0,1214.0,1.5414008859798523,2.0
182,838.0,4524.0,1.541597219933335,2.0
183,2396.0,5172.0,1.541943539382187,32.0
184,1465.0,2850.0,1.54300276661994,2.0
185,1539.0,5105.0,1.5444184548964137,3.0
186,4363.0,5162.0,1.5461894687696693,13.0
187,3366.0,5024.0,1.5469245048824376,3.0
188,1948.0,2838.0,1.5469376537120005,2.0
189,1550.0,5180.0,1.5480465675556365,65.0
190,5091.0,5189.0,1.5481822243513803,67.0
191,5027.0,5034.0,1.5485154960994563,5.0
192,1536.0,5184.0,1.5485427485669332,3.0
193,4920.0,5190.0,1.5485577745896448,68.0
194,4343.0,5139.0,1.5499358435058392,3.0
195,2685.0,4261.0,1.5511516990053185,2.0
196,5186.0,5193.0,1.5525013261243303,81.0
197,1482.0,1563.0,1.5529445397060497,2.0
198,2952.0,3986.0,1.5531858762711321,2.0
199,545.0,1085.0,1.5554269996413357,2.0
200,3463.0,5196.0,1.5554674809307043,82.0
201,503.0,5200.0,1.556873481711233,83.0
202,2616.0,5201.0,1.5571776307224847,84.0
203,5013.0,5202.0,1.5572820680695632,86.0
204,335.0,5117.0,1.5592509752853005,3.0
205,4588.0,5055.0,1.5606451561402455,3.0
206,2061.0,5203.0,1.5607328972804912,87.0
207,1228.0,5132.0,1.5614258169567221,4.0
208,126.0,5183.0,1.5625408070535285,33.0
209,5109.0,5206.0,1.5657132908491043,89.0
210,934.0,951.0,1.5661321543579494,2.0
211,5207.0,5208.0,1.5663851056941103,37.0
212,992.0,1469.0,1.5677851049285745,2.0
213,2857.0,5209.0,1.56865925355591,90.0
214,5133.0,5213.0,1.5694296581070695,92.0
215,5192.0,5214.0,1.5729967316730713,95.0
216,4753.0,4845.0,1.5750827204397193,2.0
217,1791.0,1835.0,1.5752790618134929,2.0
218,761.0,1739.0,1.5765386958575767,2.0
219,4376.0,5215.0,1.576796999219741,96.0
220,584.0,5219.0,1.5773927510657264,97.0
221,4983.0,5220.0,1.577512625868591,98.0
222,3220.0,5194.0,1.578879389667975,4.0
223,424.0,4565.0,1.5808069602118402,2.0
224,2946.0,4666.0,1.5851900099187417,2.0
225,492.0,5221.0,1.586934191868664,99.0
226,3668.0,5218.0,1.586947264237917,3.0
227,788.0,5225.0,1.5871259067890555,100.0
228,1267.0,5227.0,1.5900235138360375,101.0
229,535.0,5228.0,1.5903779966416272,102.0
230,2994.0,5229.0,1.59077526490059,103.0
231,5168.0,5230.0,1.5907779822014831,105.0
232,2082.0,5087.0,1.5921378740748748,3.0
233,5164.0,5211.0,1.5926766986161882,51.0
234,51.0,1669.0,1.5936898896302312,2.0
235,3105.0,5216.0,1.5939611513664278,3.0
236,740.0,3110.0,1.5940341022220739,2.0
237,3377.0,5231.0,1.5940470915547253,106.0
238,1231.0,5237.0,1.5958121162628964,107.0
239,5112.0,5233.0,1.5962431553368395,53.0
240,3920.0,5081.0,1.5965724738783331,3.0
241,5181.0,5238.0,1.597751035870402,109.0
242,1500.0,5166.0,1.5983854201976087,3.0
243,3015.0,5154.0,1.5996631911449755,3.0
244,3779.0,5232.0,1.6000292555018094,4.0
245,2463.0,5146.0,1.6000841632737968,3.0
246,1414.0,4927.0,1.600533936234345,2.0
247,3244.0,3641.0,1.6006479292038511,2.0
248,2521.0,5241.0,1.6012523930968958,110.0
249,779.0,5245.0,1.6023662067085156,4.0
250,452.0,2712.0,1.6032718842921294,2.0
251,3444.0,5239.0,1.603657958230841,54.0
252,1173.0,5191.0,1.6038728825345405,6.0
253,5248.0,5252.0,1.6043530827778687,116.0
254,3856.0,5051.0,1.6050775434801006,3.0
255,2249.0,5242.0,1.6051468177002022,4.0
256,4865.0,5253.0,1.606982023809513,117.0
257,2131.0,3314.0,1.607581587361772,2.0
258,3128.0,4085.0,1.6084026028229441,2.0
259,3026.0,4220.0,1.6091302608919291,2.0
260,5086.0,5210.0,1.6096275867567933,4.0
261,1485.0,3558.0,1.6097736228858142,2.0
262,4308.0,5256.0,1.6104091816769832,118.0
263,1666.0,4534.0,1.6107320659799071,2.0
264,1635.0,5262.0,1.6111479897220904,119.0
265,571.0,726.0,1.6113341355178836,2.0
266,543.0,1733.0,1.6122586363165567,2.0
267,1810.0,5264.0,1.6122703734694457,120.0
